"","STATUS","unique_id","title","meets_inclusion_criteria","source","professional_medical_society_code","professional_medical_society","link","publication_reaffirmation_date","year"
"712","Published",299,"The role of immunotherapy in in vitro fertilization.",TRUE,"Practice Committee of the American Society for Reproductive Medicine. The role of immunotherapy in in vitro fertilization  a guideline. Fertil Steril. 2018 Aug;110(3) 387-400.  [129 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/30098685  PubMed )","[0409a8b3c848558e4cd0b7a1ee7ffa8a,]","[American Society for Reproductive Medicine (ASRM), ]","https //www.asrm.org/globalassets/asrm/asrm-content/news-and-publications/practice-guidelines/for-non-members/role_of_immunotherapy_in_ivf.pdf","2018 Aug",2018
"713","Published",319,"Clinical practice guideline for multicomponent behavioral treatment of obesity and overweight in children and adolescents  current state of the evidence and research needs.",TRUE,"American Psychological Association. Clinical practice guideline for multicomponent behavioral treatment of obesity and overweight in children and adolescents  current state of the evidence and research needs. Washington (DC)  American Psychological Association; 2018 Mar. 60 p.","[45522810395b9f91cad6ff8b69c3c0c2,]","[American Psychological Association (APA), ]","https //www.apa.org/obesity-guideline/clinical-practice-guideline.pdf","2018 Mar",2018
"714","Published",320,"Colorectal cancer screening for average-risk adults  2018 guideline update from ACS.",TRUE,"Wolf AMD, Fontham ETH, Church TR, Flowers CR, Guerra CE, LaMonte SJ, Etzioni R, McKenna MT, Oeffinger KC, Shih YT, Walter LC, Andrews KS, Brawley OW, Brooks D, Fedewa SA, Manassaram-Baptiste D, Siegel RL, Wender RC, Smith RA. Colorectal cancer screening for average-risk adults  2018 guideline update from the American Cancer Society. CA Cancer J Clin. 2018 Jul;68(4) 250-81.  [211 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29846947  PubMed )","[1Kay7YldYswOu8ca4K0AkC,]","[American Cancer Society (ACS), ]","https //onlinelibrary.wiley.com/doi/epdf/10.3322/caac.21457","2018 Jul",2018
"715","Archived",322,"ACG clinical guideline  diagnosis and management of small bowel bleeding.",FALSE,"Gerson LB, Fidler JL, Cave DR, Leighton JA. ACG clinical guideline  diagnosis and management of small bowel bleeding. Am J Gastroenterol. 2015 Sep;110(9) 1265-87; quiz 1288.  [227 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/26303132  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","http //gi.org/wp-content/uploads/2015/10/Small-Bowel-Bleeding_Aug2015.pdf","2015 Sep",2015
"716","Archived",323,"ACG clinical guideline  liver disease and pregnancy.",FALSE,"Tran TT, Ahn J, Reau NS. ACG clinical guideline  liver disease and pregnancy. Am J Gastroenterol. 2016 Feb;111(2) 176-94; quiz 196.  [208 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/26832651  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2016/02000/ACG_Clinical_Guideline__Liver_Disease_and.15.aspx","2016 Feb",2016
"717","Archived",324,"ACG clinical guideline  nutrition therapy in the adult hospitalized patient.",FALSE,"McClave SA, DiBaise JK, Mullin GE, Martindale RG. ACG clinical guideline  nutrition therapy in the adult hospitalized patient. Am J Gastroenterol. 2016 Mar;111(3) 315-34; quiz 335.  [161 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/26952578  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2016/03000/ACG_Clinical_Guideline__Nutrition_Therapy_in_the.14.aspx","2016 Mar",2016
"718","Archived",325,"ACG clinical guideline  preventive care in inflammatory bowel disease.",FALSE,"Farraye FA, Melmed GY, Lichtenstein GR, Kane SV. ACG clinical guideline  preventive care in inflammatory bowel disease. Am J Gastroenterol. 2017 Feb;112(2) 241-258.  [184 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/28071656  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2017/02000/ACG_Clinical_Guideline__Preventive_Care_in.15.aspx","2017 Feb",2017
"719","Archived",326,"ACG and CAG clinical guideline  management of dyspepsia.",FALSE,"Moayyedi PM, Lacy BE, Andrews CN, Enns RA, Howden CW, Vakil N. ACG and CAG clinical guideline  management of dyspepsia. Am J Gastroenterol. 2017 Jul;112(7) 988-1013.  [189 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/28631728  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,5ha3PpmQwwu6qUqq8mA8a6,]","[American College of Gastroenterology (ACG), Canadian Association of Gastroenterology (CAG), ]","https //journals.lww.com/ajg/fulltext/2017/07000/acg_and_cag_clinical_guideline__management_of.10.aspx","2017 Jul",2017
"720","Published",327,"ACG clinical guideline  alcoholic liver disease.",FALSE,"Singal AK, Bataller R, Ahn J, Kamath PS, Shah VH. ACG clinical guideline  alcoholic liver disease. Am J Gastroenterol. 2018 Feb;113(2) 175-194.  [193 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/29336434  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2018/02000/ACG_Clinical_Guideline__Alcoholic_Liver_Disease.9.aspx","2018 Feb",2018
"721","Published",328,"ACG clinical guideline  diagnosis and management of pancreatic cysts.",FALSE,"Elta GH, Enestvedt BK, Sauer BG, Lennon AM. ACG clinical guideline  diagnosis and management of pancreatic cysts. Am J Gastroenterol. 2018 Apr;113(4) 464-479.  [141 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/29485131  PubMed )
","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2018/04000/ACG_Clinical_Guideline__Diagnosis_and_Management.8.aspx","2018 Apr",2018
"722","Published",329,"ACG clinical guideline  management of Crohn s disease in adults.",FALSE,"Lichtenstein GR, Loftus EV, Isaacs KL, Regueiro MD, Gerson LB, Sands BE. ACG clinical guideline  management of Crohn s disease in adults. Am J Gastroenterol. 2018 Apr;113(4) 481-517.  [375 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/29610508  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2018/04000/ACG_Clinical_Guideline__Management_of_Crohn_s.10.aspx","2018 Apr",2018
"723","Published",332,"BHIVA/BASHH guidelines on the use of HIV pre-exposure prophylaxis (PrEP).",FALSE,"British HIV Association (BHIVA), British Association for Sexual Health and HIV (BASHH). BHIVA/BASHH guidelines on the use of HIV pre-exposure prophylaxis (PrEP). Hertfordshire (United Kingdom)  British HIV Association (BHIVA); 2018. 102 p.  [19 references ]","[4db2eb81e54388e04095074a26f93304,1791d32eb3d30642f528d0b3604ea14b,]","[British HIV Association (BHIVA), British Association for Sexual Health and HIV (BASHH), ]","https //www.bhiva.org/file/5b729cd592060/2018-PrEP-Guidelines.pdf","2018",2018
"724","Published",333,"BHIVA guidelines for the routine investigation and monitoring of adult HIV-1-positive individuals (2019 interim update).",FALSE,"Angus B, Brook G, Awosusi F, Barker G, Boffito M, Das S, Dorrell L, Dixon-Williams E, Hall C, Howe B, Kalwij S, Matin N, Nastouli E, Post F, Tenant-Flowers M, Smit E, Wheals D. BHIVA guidelines for the routine investigation and monitoring of adult HIV-1-positive individuals (2019 interim update). Hertfordshire (United Kingdom)  British HIV Association (BHIVA); 2019. 71 p.  [38 references ]","[4db2eb81e54388e04095074a26f93304,]","[British HIV Association (BHIVA), ]","https //www.bhiva.org/file/DqZbRxfzlYtLg/2016-BHIVA-Monitoring-Guidelines.pdf","2019",2019
"725","Archived",334,"British HIV Association guidelines on the use of vaccines in HIV-positive adults 2015.",FALSE,"British HIV Association (BHIVA). British HIV Association guidelines on the use of vaccines in HIV-positive adults 2015. Hertfordshire  British HIV Association (BHIVA); 2015. 93 p.  [10 references ]","[4db2eb81e54388e04095074a26f93304,]","[British HIV Association (BHIVA), ]","https //www.bhiva.org/file/NriBJHDVKGwzZ/2015-Vaccination-Guidelines.pdf","2015",2015
"726","Published",342,"Knee pain and mobility impairments  meniscal and articular cartilage lesions revision 2018.",TRUE,"Logerstedt DS, Scalzitti DA, Bennell KL, Hinman RS, Silvers-Granelli H, Ebert J, Hambly K, Carey JL, Snyder-Mackler L, Axe MJ, McDonough CM. Knee pain and mobility impairments  meniscal and articular cartilage lesions revision 2018. J Orthop Sports Phys Ther. 2018 Feb;48(2) A1-A50.  [147 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/29385940  PubMed )","[ad7fb72b3cbdc54b1d029802783b1a14,]","[Academy of Orthopaedic Physical Therapy, APTA, ]","https //www.orthopt.org/uploads/content_files/files/Knee%20pain%20and%20mobility%20impairments%202018.pdf","2018 Feb",2018
"727","Published",343,"Achilles pain, stiffness, and muscle power deficits  midportion Achilles tendinopathy revision 2018.",TRUE,"Martin RL, Chimenti R, Cuddeford T, Houck J, Matheson JW, McDonough CM, Paulseth S, Wukich DK, Carcia CR. Achilles pain, stiffness, and muscle power deficits  midportion Achilles tendinopathy revision 2018. J Orthop Sports Phys Ther. 2018 May;48(5) A1-A38.  [215 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/29712543  PubMed )
","[ad7fb72b3cbdc54b1d029802783b1a14,]","[Academy of Orthopaedic Physical Therapy, APTA, ]","https //www.jospt.org/doi/pdfplus/10.2519/jospt.2018.0302?code=jospt-site","2018 May",2018
"728","Published",344,"Practice guideline recommendations summary  disease modifying therapies for adults with multiple sclerosis.",TRUE,"Rae-Grant A, Day GS, Marrie RA, Rabinstein A, Cree BAC, Gronseth GS, Haboubi M, Halper J, Hosey JP, Jones DE, Lisak R, Pelletier D, Potrebic S, Sitcov C, Sommers R, Stachowiak J, Getchius TSD, Merillat SA, Pringsheim T. Practice guideline recommendations summary  disease-modifying therapies for adults with multiple sclerosis  report of the Guideline Development, Dissemination, and Implementation Subcommittee of the American Academy of Neurology. Neurology. 2018 Apr 24;90(17) 777-788.  [89 references  ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29686116  PubMed )
","[fcef653d3ad4cc5aa99a27837276a3a1,]","[American Academy of Neurology (AAN), ]","https //www.aan.com/Guidelines/home/GuidelineDetail/898","2018 Apr 24",2018
"729","Published",348,"Clinical practice guidelines for the prevention and management of pain, agitation/sedation, delirium, immobility, and sleep disruption in adult patients in the ICU.",FALSE,"Devlin JW, Skrobik Y, Gélinas C, Needham DM, Slooter AJC, Pandharipande PP, Watson PL, Weinhouse GL, Nunnally ME, Rochwerg B, Balas MC, van den Boogaard M, Bosma KJ, Brummel NE, Chanques G, Denehy L, Drouot X, Fraser GL, Harris JE, Joffe AM, Kho ME, Kress JP, Lanphere JA, McKinley S, Neufeld KJ, Pisani MA, Payen JF, Pun BT, Puntillo KA, Riker RR, Robinson BRH, Shehabi Y, Szumita PM, Winkelman C, Centofanti JE, Price C, Nikayin S, Misak CJ, Flood PD, Kiedrowski K, Alhazzani W1. Clinical practice guidelines for the prevention and management of pain, agitation/sedation, delirium, immobility, and sleep disruption in adult patients in the ICU. Crit Care Med. 2018 Sep;46(9) e825-e873.  [538 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/30113379  PubMed )","[1b22c181474e077f52d16fb63c827700,]","[Society of Critical Care Medicine (SCCM), ]","https //journals.lww.com/ccmjournal/Fulltext/2018/09000/Clinical_Practice_Guidelines_for_the_Prevention.29.aspx","2018 Sep",2018
"730","Published",349,"Guidelines for the diagnosis and management of critical illness-related corticosteroid insufficiency (CIRCI) in critically ill patients (Part II)  Society of Critical Care Medicine (SCCM) and European Society of Intensive Care Medicine (ESICM) 2017.",FALSE,"Pastores SM, Annane D, Rochwerg B, Corticosteroid Guideline Task Force of SCCM and ESICM. Guidelines for the diagnosis and management of critical illness-related corticosteroid insufficiency (CIRCI) in critically ill patients (Part II)  Society of Critical Care Medicine (SCCM) and European Society of Intensive Care Medicine (ESICM) 2017. Crit Care Med. 2018 Jan;46(1) 146-148.  [15 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/29095205  PubMed )","[1b22c181474e077f52d16fb63c827700,ed1386aa07a8fd15309b63565fc9a47d,]","[Society of Critical Care Medicine (SCCM), European Society of Intensive Care Medicine (ESICM), ]","https //journals.lww.com/ccmjournal/Fulltext/2018/01000/Guidelines_for_the_Diagnosis_and_Management_of.19.aspx","2018 Jan",2018
"731","Archived",350,"Guidelines for the diagnosis and management of critical illness-related corticosteroid insufficiency (CIRCI) in critically ill patients (Part I)  Society of Critical Care Medicine (SCCM) and European Society of Intensive Care Medicine (ESICM) 2017.",FALSE,"Annane D, Pastores SM, Rochwerg B, Arlt W, Balk RA, Beishuizen A, Briegel J, Carcillo J, Christ-Crain M, Cooper MS, Marik PE, Umberto Meduri G, Olsen KM, Rodgers SC, Russell JA, Van den Berghe G. Guidelines for the diagnosis and management of critical illness-related corticosteroid insufficiency (CIRCI) in critically ill patients (Part I)  Society of Critical Care Medicine (SCCM) and European Society of Intensive Care Medicine (ESICM) 2017. Crit Care Med. 2017 Dec;45(12) 2078-2088.  [66 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/28938253  PubMed )","[1b22c181474e077f52d16fb63c827700,ed1386aa07a8fd15309b63565fc9a47d,]","[Society of Critical Care Medicine (SCCM), European Society of Intensive Care Medicine (ESICM), ]","https //journals.lww.com/ccmjournal/Fulltext/2017/12000/Guidelines_for_the_Diagnosis_and_Management_of.16.aspx","2017 Dec",2017
"732","Archived",351,"Clinical practice guideline  safe medication use in the ICU.",FALSE,"Kane-Gill SL, Dasta JF, Buckley MS, Devabhakthuni S, Liu M, Cohen H, George EL, Pohlman AS, Agarwal S, Henneman EA, Bejian SM, Berenholtz SM, Pepin JL, Scanlon MC, Smith BS. Clinical practice guideline  safe medication use in the ICU. Crit Care Med. 2017 Sep;45(9) e877-e915.  [374 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/28816851  PubMed )","[1b22c181474e077f52d16fb63c827700,]","[Society of Critical Care Medicine (SCCM), ]","https //journals.lww.com/ccmjournal/Fulltext/2017/09000/Clinical_Practice_Guideline___Safe_Medication_Use.32.aspx","2017 Sep",2017
"733","Published",352,"Surviving Sepsis Campaign  international guidelines for management of sepsis and septic shock 2021.",FALSE,"Evans L, Rhodes A, Alhazzani W, Antonelli M, Coopersmith CM, French C, Machado FR, Mcintyre L, Ostermann M, Prescott HC, Schorr C, Simpson S, Wiersinga WJ, Alshamsi F, Angus DC, Arabi Y, Azevedo L, Beale R, Beilman G, Belley-Cote E, Burry L, Cecconi M, Centofanti J, Coz Yataco A, De Waele J, Dellinger RP, Doi K, Du B, Estenssoro E, Ferrer R, Gomersall C, Hodgson C, Hylander Møller M, Iwashyna T, Jacob S, Kleinpell R, Klompas M, Koh Y, Kumar A, Kwizera A, Lobo S, Masur H, McGloughlin S, Mehta S, Mehta Y, Mer M, Nunnally M, Oczkowski S, Osborn T, Papathanassoglou E, Perner A, Puskarich M, Roberts J, Schweickert W, Seckel M, Sevransky J, Sprung CL, Welte T, Zimmerman J, Levy M. Surviving Sepsis Campaign  international guidelines for management of sepsis and septic shock 2021. Crit Care Med. 2021 Nov 1;49(11) e1063-e1143.  [653 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34605781/  PubMed )","[1b22c181474e077f52d16fb63c827700,ed1386aa07a8fd15309b63565fc9a47d,]","[Society of Critical Care Medicine (SCCM), European Society of Intensive Care Medicine (ESICM), ]","https //journals.lww.com/ccmjournal/Fulltext/2021/11000/Surviving_Sepsis_Campaign__International.21.aspx","2021 Nov 1",2021
